1 - min(mdcv$evaluation_log$val_merror),booster,objective,max_depth,eta,subsample,colsample_bytree,min_child_weight,gamma,alpha,lambda
0.837398,gbtree,multi:softmax,3,0.04773763401666656,0.9128431340679526,0.8022314045578242,1,58,35.45247183647007,52.70830015651882
0.837398,gbtree,multi:softmax,9,0.09991606715135275,0.8539566276594996,0.72699358407408,1,74,37.107282783836126,53.05015116464347
0.837398,gbtree,multi:softmax,7,0.14777866878779605,0.7705257900990545,0.7489972437731922,6,69,50.01017220783979,17.44819653686136
0.837398,gbtree,multi:softmax,7,0.14164671510457993,0.7328623520676046,0.8827880083583295,2,99,69.97183468192816,57.890028110705316
0.837398,gbtree,multi:softmax,10,0.17157625478692354,0.7681819727644323,0.7593833694234491,7,13,90.38286178838462,73.8952077459544
0.837398,gbtree,multi:softmax,7,0.18799638852244244,0.8627127972664311,0.7260560834780335,6,92,84.83268618583679,49.2246191482991
0.837398,gbtree,multi:softmax,7,0.06713278042152523,0.7634575616568327,0.654773711413145,5,79,24.30450520478189,62.48551870230585
0.837398,gbtree,multi:softmax,7,0.26173805866856126,0.8744096512207762,0.9342912559397518,8,56,60.97059324383736,41.41235945280641
0.837398,gbtree,multi:softmax,9,0.13455248021287844,0.9653968868777156,0.687830706872046,2,34,10.836132825352252,86.72890292946249
0.837398,gbtree,multi:softmax,10,0.14734475033357738,0.7429042966105044,0.8891763167455793,10,85,8.125405805185437,80.78154656104743
0.837398,gbtree,multi:softmax,9,0.21292550412472336,0.877024962939322,0.9925864260643721,7,17,32.99228912219405,73.26242472045124
0.837398,gbtree,multi:softmax,10,0.28223654713714497,0.7682942908257245,0.7137341411784291,5,86,62.049427325837314,80.67644380498677
0.837398,gbtree,multi:softmax,4,0.06522200718754902,0.9949224919313565,0.6832463497295975,8,92,98.5813731327653,61.0162345925346
0.837398,gbtree,multi:softmax,6,0.13396342570194975,0.9620353615609929,0.7578961714170873,1,98,77.7966988272965,77.20122812315822
0.837398,gbtree,multi:softmax,6,0.17557035675505175,0.7201714667025954,0.8036704759113491,0,99,64.26531358156353,91.83603709097952
0.837398,gbtree,multi:softmax,10,0.02375218803063035,0.8067102318163961,0.7154442223720252,3,58,93.9768853597343,82.88799168076366
0.837398,gbtree,multi:softmax,10,0.2393500961596146,0.7049604832893237,0.8636202295310795,8,50,88.15060150809586,36.72110941261053
0.837398,gbtree,multi:softmax,5,0.05748740319395438,0.9455851359060035,0.6858029125258327,2,5,9.727838775143027,79.86703678034246
0.837398,gbtree,multi:softmax,7,0.25661738893715663,0.8054610155988484,0.7849190447479486,6,95,86.0157350776717,21.0704778553918
0.837398,gbtree,multi:softmax,5,0.1169663004670292,0.7004654844524338,0.9787049073725939,7,93,43.62426202278584,22.74960088543594
0.837398,gbtree,multi:softmax,3,0.19907307296525686,0.9878369227983057,0.9536349182017148,1,4,87.19477460253984,49.53197536524385
0.837398,gbtree,multi:softmax,4,0.17547273998614402,0.9149115577572957,0.8659785941243172,1,10,40.099143981933594,11.13275671377778
0.837398,gbtree,multi:softmax,9,0.0232650920166634,0.9810912527609617,0.9850634801201522,7,65,64.51356781180948,20.439712167717516
0.837398,gbtree,multi:softmax,5,0.0226569292973727,0.8632685207994655,0.8333916175179183,8,59,93.32567322999239,76.76390300039202
0.837398,gbtree,multi:softmax,6,0.06183679237030446,0.9896513941697777,0.9910673053935171,9,51,81.52778916992247,8.953955210745335
0.837398,gbtree,multi:softmax,7,0.04579956478904933,0.9296508784173056,0.7827262489125133,1,11,16.65798870380968,3.2441365998238325
0.837398,gbtree,multi:softmax,5,0.12569358417997137,0.7523741668323054,0.6476972866803408,6,34,14.94896172080189,98.30787871032953
0.837398,gbtree,multi:softmax,7,0.18288044498302042,0.8792384316911921,0.7654748491942882,1,84,96.60666766576469,98.73863814864308
0.837398,gbtree,multi:softmax,3,0.11160927508724852,0.9212195537984371,0.6727602383121848,5,33,59.589026076719165,24.645519349724054
0.837398,gbtree,multi:softmax,8,0.24438757637748493,0.7232783700572326,0.8283681453205645,5,75,30.930134817026556,78.30281902570277
0.837398,gbtree,multi:softmax,9,0.1515334148169495,0.9195645784493536,0.6175343555398285,2,11,77.07596851978451,44.58123450167477
0.837398,gbtree,multi:softmax,8,0.11611589150968937,0.7703211974818259,0.6697690086439252,4,1,84.81063258368522,0.1388373551890254
0.837398,gbtree,multi:softmax,4,0.1235861319885589,0.9434292933670804,0.6955771219916642,9,23,99.55413052812219,94.46951907593757
0.837398,gbtree,multi:softmax,5,0.033465114638675006,0.729711979185231,0.807224347256124,10,63,30.115954135544598,56.15805513225496
0.837398,gbtree,multi:softmax,6,0.20896671200171113,0.8367723573930561,0.8616893897764384,4,79,39.85769124701619,0.18037052359431982
0.837398,gbtree,multi:softmax,6,0.18358893091091885,0.997608701698482,0.6857708608731627,7,18,97.15835426468402,90.52389252465218
0.837398,gbtree,multi:softmax,7,0.11665997650241478,0.8363747028633952,0.8540146547369658,7,74,14.38391488045454,22.979177185334265
0.837398,gbtree,multi:softmax,4,0.09617968997685238,0.8539918512105942,0.7849175774492323,4,4,39.40827085170895,61.46887138020247
0.8455280000000001,gbtree,multi:softmax,8,0.03260724361054599,0.9420954373199493,0.7960875783115625,3,6,0.7491564378142357,33.21508972439915
0.837398,gbtree,multi:softmax,7,0.2585463917301968,0.8957599444547668,0.7805216310545802,10,75,61.24009829945862,74.9804730527103
0.837398,gbtree,multi:softmax,3,0.23426929670153185,0.7333826239220798,0.8586976217105984,8,76,26.72856266144663,66.79590321145952
0.837398,gbtree,multi:softmax,5,0.21903833677060902,0.966023073089309,0.8940024418756365,1,19,40.2798400959,87.55176099948585
0.837398,gbtree,multi:softmax,7,0.01870252657216042,0.851357443490997,0.7859925012104213,3,50,58.49486324004829,90.06900056265295
0.837398,gbtree,multi:softmax,5,0.28992881141602994,0.704848540876992,0.9498548510484397,6,41,22.165308357216418,56.384147121571004
0.837398,gbtree,multi:softmax,10,0.10646498182322829,0.7476086262846365,0.8671528604812919,5,37,39.10609611775726,64.4448816543445
0.837398,gbtree,multi:softmax,6,0.14582946523092688,0.9647384971845895,0.9639978873543441,4,35,49.8608429916203,88.59817299526185
0.837398,gbtree,multi:softmax,10,0.044261178360320626,0.7675277470611035,0.9387659335508942,10,9,73.23892542626709,35.59138388372958
0.837398,gbtree,multi:softmax,9,0.17730200268095359,0.8671813991153612,0.8332709647715092,7,6,28.193774516694248,21.797535102814436
0.837398,gbtree,multi:softmax,8,0.015769633837044238,0.9769062216626481,0.9837693004868925,3,23,73.43789704609662,7.362793013453484
0.837398,gbtree,multi:softmax,7,0.28694136801641434,0.8010834960499778,0.707130370195955,6,85,12.154635158367455,40.761325624771416
0.837398,gbtree,multi:softmax,8,0.04776033082511276,0.8257650373503566,0.6606300021521747,3,45,2.4724276969209313,4.188747005537152
0.837398,gbtree,multi:softmax,5,0.1068620323203504,0.9980400812346488,0.9353821367025376,4,26,56.40644917730242,90.27861745562404
0.837398,gbtree,multi:softmax,7,0.1339133580867201,0.9554344017291441,0.7920540381222964,8,51,81.88680044841021,66.79454459808767
0.837398,gbtree,multi:softmax,4,0.2864778747386299,0.7484947285382076,0.6329514331184327,2,20,53.01396420691162,71.0392247652635
0.837398,gbtree,multi:softmax,3,0.22050489650573582,0.7251089356606826,0.6917642628774047,0,30,97.67982535995543,24.564911145716906
0.837398,gbtree,multi:softmax,6,0.2892859125765972,0.7045136965578421,0.9868293524719775,1,24,48.61854133196175,22.243932145647705
0.837398,gbtree,multi:softmax,10,0.17345350747928023,0.9367289879359305,0.9838693102821707,3,13,37.62891560327262,99.24879663158208
0.837398,gbtree,multi:softmax,10,0.06572944623185321,0.745135009032674,0.6916006986983121,5,15,40.118524455465376,57.96847741585225
0.837398,gbtree,multi:softmax,8,0.12900409584632141,0.7381205732002853,0.8714767559431493,9,56,42.57409374695271,90.9861427731812
0.837398,gbtree,multi:softmax,4,0.06593005119124427,0.7455109874019399,0.9937280368059873,7,58,54.62702882941812,7.843569968827069
0.837398,gbtree,multi:softmax,4,0.14029318972257898,0.9368736933218316,0.6061010092496871,5,42,35.03910978324711,57.18417568132281
0.837398,gbtree,multi:softmax,5,0.09917534837266428,0.8418776062084361,0.7891785045154392,2,73,33.63294852897525,29.103894578292966
0.837398,gbtree,multi:softmax,8,0.055052382063586265,0.8905877369455993,0.7104548554867506,2,45,36.94972575176507,57.29805598966777
0.837398,gbtree,multi:softmax,4,0.2905726824211888,0.9521078488556668,0.6504707708023488,1,89,71.7588284285739,9.831549786031246
0.837398,gbtree,multi:softmax,3,0.2990745327319018,0.7494893697323277,0.9407691967673599,2,89,74.52928381972015,35.01538666896522
0.837398,gbtree,multi:softmax,7,0.20797486137133092,0.873268227186054,0.6094626023434102,5,17,27.60883558075875,68.43865718692541
0.837398,gbtree,multi:softmax,6,0.1057222679373808,0.7764101960463449,0.6233118096366524,4,47,19.035661523230374,93.92393159214407
0.837398,gbtree,multi:softmax,3,0.24643607257166877,0.7492891644826158,0.9385555126704276,4,44,45.04887613002211,38.227594760246575
0.837398,gbtree,multi:softmax,6,0.2248384764092043,0.9273456921568141,0.6303388104774058,3,15,0.13492645230144262,95.43057384435087
0.837398,gbtree,multi:softmax,5,0.10657070015324278,0.9547999133821576,0.6633495852351189,1,93,88.58655113726854,93.62872340716422
0.837398,gbtree,multi:softmax,9,0.024940249901264908,0.8504238782916218,0.7464865575544536,5,9,86.24961648602039,31.16938874591142
0.837398,gbtree,multi:softmax,10,0.13102524203015492,0.7473228785442187,0.6993547481484711,1,64,59.9917666753754,60.58880831114948
0.837398,gbtree,multi:softmax,7,0.18246621231082827,0.8063990803435445,0.7353439496830105,5,91,74.30413076654077,20.619309088215232
0.837398,gbtree,multi:softmax,4,0.1479568487103097,0.8270487710135057,0.8072583444416523,3,44,97.07256527617574,27.311502653174102
0.837398,gbtree,multi:softmax,6,0.22993842728901653,0.8561099538113921,0.6554455832578242,1,30,61.689323536120355,89.62823578622192
0.837398,gbtree,multi:softmax,3,0.11719444584567099,0.8550853619119152,0.7117806837894023,10,56,23.649267153814435,58.51400583051145
0.837398,gbtree,multi:softmax,7,0.08311244543408974,0.7443947849329561,0.921642389241606,0,11,86.23774889856577,58.95686929579824
0.837398,gbtree,multi:softmax,9,0.09853007232537492,0.734740351489745,0.9954521820880473,8,76,65.52662728354335,81.26127123832703
0.837398,gbtree,multi:softmax,5,0.02328266392229125,0.8087369123706594,0.9602937973104417,9,19,11.194522981531918,89.97816336341202
0.837398,gbtree,multi:softmax,8,0.21831855966243893,0.8417446658713743,0.6190773047506809,2,36,94.55649259034544,29.521871684119105
0.837398,gbtree,multi:softmax,4,0.2969151021516882,0.8096908578881994,0.9622985822148621,10,50,84.51862949877977,93.09801757335663
0.837398,gbtree,multi:softmax,3,0.21079807479865847,0.9359808175126091,0.8339397609233856,9,94,78.51378817576915,92.2274376032874
0.837398,gbtree,multi:softmax,6,0.29895581622608003,0.919539331458509,0.6025116048753262,8,94,0.8975079050287604,36.6081316024065
0.837398,gbtree,multi:softmax,4,0.06824588992167263,0.7039681677240878,0.7128627913072705,5,99,19.598622294142842,50.244799559004605
0.837398,gbtree,multi:softmax,6,0.016314247518312185,0.9216598923318088,0.7347647366113961,9,98,13.809950510039926,17.21538002602756
0.837398,gbtree,multi:softmax,10,0.21066486155847086,0.8780706914141774,0.6462468973360955,10,95,99.79249599855393,23.889119760133326
0.837398,gbtree,multi:softmax,8,0.051226638024672866,0.9213171230629087,0.7632728409953415,0,79,39.690045290626585,37.82849896233529
0.837398,gbtree,multi:softmax,8,0.017572525574360044,0.8153397975256667,0.7606292243115604,6,85,22.814362472854555,66.4145910879597
0.837398,gbtree,multi:softmax,5,0.2081775757507421,0.7634957522619515,0.6642719250172376,0,66,50.75572894420475,13.666394329629838
0.837398,gbtree,multi:softmax,9,0.17352299430407583,0.941844463860616,0.7907550733536481,3,48,26.46618422586471,75.23506472352892
0.837398,gbtree,multi:softmax,3,0.26453736470546574,0.9686552916653455,0.6567394552752376,7,89,72.41070019081235,86.10936920158565
0.837398,gbtree,multi:softmax,7,0.20368613491766155,0.8924510338110849,0.7131624920293689,10,42,12.605385901406407,4.047062946483493
0.837398,gbtree,multi:softmax,10,0.060645733179990204,0.9540330659830942,0.8424229227006436,9,78,77.26643728092313,7.11404187604785
0.837398,gbtree,multi:softmax,9,0.19667271172394976,0.9738063644152135,0.6866874456405639,5,65,5.673921341076493,94.76151210255921
0.837398,gbtree,multi:softmax,10,0.08762923462083562,0.9098519679624587,0.624982835445553,0,79,4.754726169630885,58.872849866747856
0.837398,gbtree,multi:softmax,10,0.24666655842680482,0.8537580264965072,0.9377555085346103,8,96,21.012980467639863,0.32240368891507387
0.837398,gbtree,multi:softmax,10,0.19954917590366675,0.7368543458404019,0.9930979725904763,6,15,45.17941602971405,94.65871590655297
0.837398,gbtree,multi:softmax,10,0.12031222629826514,0.9734267909778282,0.6048437479883432,10,61,93.87891904916614,10.248464695177972
0.837398,gbtree,multi:softmax,4,0.19915762761607766,0.7494126091711223,0.8043057406321168,9,40,50.478447414934635,94.94093819521368
0.837398,gbtree,multi:softmax,9,0.24543629829771815,0.7665484832366928,0.8549067667685448,9,51,52.10625680629164,67.29063286911696
0.837398,gbtree,multi:softmax,10,0.17241817265516146,0.8656029913341626,0.9010255686938763,9,39,55.34180402755737,70.24070715997368
0.837398,gbtree,multi:softmax,4,0.12558918743627145,0.990619971556589,0.6736119909211993,4,57,56.61316653713584,87.89613470435143
0.837398,gbtree,multi:softmax,6,0.09776701466646044,0.8890153956366703,0.7114387450739741,9,44,19.162150123156607,27.311527752317488
0.837398,gbtree,multi:softmax,9,0.0517822319525294,0.8868809574050829,0.8357316819019616,6,2,95.45275752898306,94.42505878396332
0.837398,gbtree,multi:softmax,8,0.18681478569982574,0.9115368055878207,0.9852250016294419,2,27,59.41517094615847,37.65125770587474
0.837398,gbtree,multi:softmax,6,0.14325215585064144,0.9237331134034321,0.8017876837402582,2,13,49.851540848612785,40.3576711891219
0.837398,gbtree,multi:softmax,6,0.24996779603185132,0.866812834679149,0.674826181679964,0,84,57.96533690299839,93.62711403518915
